problem_id,baseline_validity_rate,baseline_passing_tests,baseline_total_tests,baseline_coverage,baseline_mutation_score,spec_NoSUT_validity_rate,spec_NoSUT_passing_tests,spec_NoSUT_total_tests,spec_NoSUT_coverage,spec_NoSUT_mutation_score,spec_SUT_validity_rate,spec_SUT_passing_tests,spec_SUT_total_tests,spec_SUT_coverage,spec_SUT_mutation_score,hybrid_validity_rate,hybrid_passing_tests,hybrid_total_tests,hybrid_coverage,hybrid_mutation_score,delta_hybrid_vs_baseline,delta_NoSUT_vs_baseline,delta_SUT_vs_baseline,delta_NoSUT_vs_SUT,delta_hybrid_vs_SUT,delta_variance
HumanEval_60,100.0,10,10,100.0,100.0,75.0,6,8,100.0,100.0,-10.0,-1,10,100.0,0.0,100.0,17,17,100.0,100.0,0.0,0.0,-100.0,100.0,100.0,3333.333333333333
HumanEval_61,100.0,10,10,100.0,100.0,84.61538461538461,11,13,100.0,100.0,100.0,10,10,100.0,100.0,100.0,19,19,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_62,100.0,10,10,100.0,100.0,83.33333333333333,10,12,100.0,100.0,-10.0,-1,10,100.0,0.0,100.0,20,20,100.0,100.0,0.0,0.0,-100.0,100.0,100.0,3333.333333333333
HumanEval_63,100.0,10,10,100.0,88.23529411764706,70.0,7,10,100.0,100.0,100.0,10,10,100.0,94.11764705882354,100.0,18,18,100.0,70.58823529411765,-17.647058823529406,11.764705882352942,5.882352941176478,5.882352941176464,-23.529411764705884,242.21453287197224
HumanEval_64,80.0,8,10,100.0,88.23529411764706,66.66666666666667,8,12,100.0,88.23529411764706,100.0,10,10,100.0,88.23529411764706,100.0,18,18,100.0,88.23529411764706,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_65,100.0,10,10,100.0,100.0,66.66666666666667,8,12,100.0,100.0,100.0,10,10,100.0,100.0,100.0,19,19,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_66,100.0,10,10,100.0,75.0,54.54545454545455,6,11,100.0,75.0,100.0,10,10,100.0,75.0,100.0,17,17,100.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_67,100.0,10,10,100.0,100.0,50.0,6,12,100.0,100.0,100.0,10,10,100.0,100.0,100.0,17,17,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_68,100.0,10,10,100.0,100.0,72.72727272727273,8,11,100.0,100.0,100.0,10,10,60.0,22.22222222222222,100.0,19,19,100.0,100.0,0.0,0.0,-77.77777777777777,77.77777777777777,77.77777777777777,2016.460905349794
HumanEval_69,100.0,10,10,100.0,92.85714285714286,85.71428571428571,12,14,100.0,92.85714285714286,-10.0,-1,10,100.0,0.0,100.0,23,23,100.0,92.85714285714286,0.0,0.0,-92.85714285714286,92.85714285714286,92.85714285714286,2874.149659863946
HumanEval_7,100.0,10,10,100.0,100.0,72.72727272727273,8,11,100.0,100.0,100.0,10,10,100.0,100.0,100.0,19,19,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_70,100.0,10,10,100.0,100.0,66.66666666666667,8,12,100.0,100.0,100.0,10,10,100.0,100.0,100.0,19,19,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_71,100.0,10,10,100.0,92.0,100.0,11,11,100.0,92.0,100.0,10,10,100.0,92.0,100.0,21,21,100.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_72,100.0,10,10,100.0,87.5,100.0,10,10,100.0,68.75,100.0,10,10,100.0,68.75,100.0,20,20,100.0,87.5,0.0,-18.75,-18.75,0.0,18.75,117.1875
HumanEval_73,100.0,10,10,100.0,100.0,63.63636363636363,7,11,100.0,100.0,100.0,10,10,100.0,100.0,100.0,18,18,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_74,100.0,10,10,100.0,100.0,100.0,11,11,100.0,88.88888888888889,100.0,10,10,100.0,88.88888888888889,100.0,21,21,100.0,100.0,0.0,-11.111111111111114,-11.111111111111114,0.0,11.111111111111114,41.15226337448562
HumanEval_75,100.0,10,10,100.0,56.52173913043478,69.23076923076923,9,13,100.0,43.47826086956522,100.0,14,14,100.0,43.47826086956522,100.0,20,20,100.0,56.52173913043478,0.0,-13.043478260869563,-13.043478260869563,0.0,13.043478260869563,56.710775047258956
HumanEval_76,100.0,10,10,100.0,60.0,,0,0,,0.0,100.0,10,10,100.0,70.0,100.0,19,19,100.0,60.0,0.0,-60.0,10.0,-70.0,-10.0,1433.3333333333333
HumanEval_77,100.0,10,10,100.0,100.0,100.0,11,11,100.0,100.0,100.0,10,10,100.0,100.0,100.0,21,21,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_78,100.0,10,10,100.0,100.0,100.0,12,12,100.0,100.0,100.0,10,10,100.0,100.0,100.0,22,22,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_79,100.0,10,10,100.0,100.0,80.0,8,10,100.0,100.0,100.0,10,10,100.0,100.0,100.0,19,19,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_8,100.0,10,10,100.0,100.0,80.0,8,10,100.0,100.0,80.0,8,10,100.0,12.5,100.0,19,19,100.0,100.0,0.0,0.0,-87.5,87.5,87.5,2552.083333333333
HumanEval_80,100.0,10,10,100.0,89.47368421052632,81.81818181818181,9,11,100.0,63.1578947368421,100.0,10,10,100.0,84.21052631578948,100.0,20,20,100.0,89.47368421052632,0.0,-26.315789473684212,-5.263157894736835,-21.052631578947377,5.263157894736835,193.90581717451533
HumanEval_81,100.0,10,10,100.0,100.0,75.0,9,12,100.0,89.47368421052632,100.0,10,10,100.0,86.84210526315789,100.0,20,20,100.0,100.0,0.0,-10.526315789473685,-13.15789473684211,2.631578947368425,13.15789473684211,48.476454293628834
HumanEval_82,100.0,10,10,100.0,100.0,83.33333333333333,10,12,100.0,100.0,30.0,3,10,100.0,61.53846153846154,100.0,21,21,100.0,100.0,0.0,0.0,-38.46153846153846,38.46153846153846,38.46153846153846,493.0966469428008
HumanEval_83,80.0,8,10,100.0,100.0,60.0,6,10,100.0,100.0,100.0,10,10,100.0,22.22222222222222,100.0,16,16,100.0,100.0,0.0,0.0,-77.77777777777777,77.77777777777777,77.77777777777777,2016.460905349794
HumanEval_84,100.0,10,10,100.0,100.0,69.23076923076923,9,13,100.0,100.0,100.0,10,10,100.0,100.0,100.0,20,20,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_85,80.0,8,10,100.0,100.0,72.72727272727273,8,11,100.0,100.0,-10.0,-1,10,100.0,0.0,89.47368421052632,17,19,100.0,100.0,0.0,0.0,-100.0,100.0,100.0,3333.333333333333
HumanEval_86,80.0,8,10,100.0,100.0,61.53846153846154,8,13,100.0,100.0,,0,0,,,100.0,18,18,100.0,100.0,0.0,0.0,,,,0.0
HumanEval_87,100.0,10,10,100.0,100.0,50.0,5,10,100.0,100.0,100.0,8,8,100.0,100.0,100.0,15,15,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_88,100.0,10,10,100.0,90.0,76.92307692307692,10,13,100.0,90.0,100.0,10,10,100.0,10.0,100.0,21,21,100.0,90.0,0.0,0.0,-80.0,80.0,80.0,2133.333333333333
HumanEval_89,70.0,7,10,100.0,93.33333333333331,81.81818181818181,9,11,100.0,93.33333333333331,100.0,10,10,100.0,93.33333333333331,100.0,18,18,100.0,93.33333333333331,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_9,100.0,10,10,100.0,100.0,75.0,9,12,100.0,100.0,100.0,10,10,100.0,100.0,100.0,20,20,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_90,100.0,10,10,100.0,100.0,76.92307692307692,10,13,100.0,100.0,100.0,10,10,100.0,100.0,100.0,20,20,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_91,70.0,7,10,100.0,100.0,66.66666666666667,8,12,100.0,100.0,100.0,10,10,100.0,100.0,100.0,17,17,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_92,100.0,10,10,100.0,90.9090909090909,75.0,9,12,100.0,81.81818181818181,-10.0,-1,10,100.0,0.0,100.0,20,20,100.0,100.0,9.090909090909093,-9.090909090909093,-90.9090909090909,81.81818181818181,100.0,2837.465564738292
HumanEval_93,60.0,6,10,100.0,100.0,40.0,4,10,100.0,100.0,100.0,10,10,100.0,100.0,100.0,12,12,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_94,80.0,8,10,100.0,81.81818181818181,72.72727272727273,8,11,100.0,77.27272727272727,100.0,10,10,100.0,77.27272727272727,100.0,18,18,100.0,81.81818181818181,0.0,-4.545454545454547,-4.545454545454547,0.0,4.545454545454547,6.8870523415977996
HumanEval_95,100.0,10,10,100.0,77.14285714285714,50.0,6,12,95.0,74.28571428571429,100.0,10,10,89.0,80.0,100.0,17,17,100.0,77.14285714285714,0.0,-2.857142857142847,2.857142857142861,-5.714285714285708,-2.857142857142861,8.163265306122431
HumanEval_96,100.0,10,10,100.0,81.81818181818181,63.63636363636363,7,11,100.0,81.81818181818181,100.0,10,10,27.0,0.0,100.0,18,18,100.0,81.81818181818181,0.0,0.0,-81.81818181818181,81.81818181818181,81.81818181818181,2231.404958677686
HumanEval_97,100.0,10,10,100.0,100.0,100.0,7,7,100.0,100.0,100.0,10,10,100.0,100.0,100.0,16,16,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_98,80.0,8,10,100.0,88.88888888888889,81.81818181818181,9,11,100.0,88.88888888888889,100.0,10,10,100.0,88.88888888888889,100.0,19,19,100.0,100.0,11.111111111111114,0.0,0.0,0.0,11.111111111111114,41.15226337448562
HumanEval_99,100.0,10,10,93.0,50.0,70.0,7,10,93.0,54.166666666666664,100.0,10,10,93.0,58.333333333333336,100.0,18,18,93.0,54.166666666666664,4.166666666666664,4.166666666666664,8.333333333333336,-4.166666666666671,-4.166666666666671,5.7870370370370505
